,tweet,Predicted Labels,ML Call,ML Call Accuracy,Basic Hashing,Basic Hashing Accuracy,Levenshtein,Levenshtein Accuracy,Soundex,Soundex Accuracy,Soundex and Levenshtein,Soundex and Levenshtein Accuracy,All,All Methods Accuracy
24732,Dirty pop on the counter bitch dirty in it,True,False,False Negative,True,True Positive,True,True Positive,True,True Positive,True,True Positive,True,True Positive
24733,Doing her thang for you shoutout that real bitch,True,True,True Positive,True,True Positive,True,True Positive,True,True Positive,True,True Positive,True,True Positive
24734,Dont fuck wit broke bitches,True,True,True Positive,True,True Positive,True,True Positive,True,True Positive,True,True Positive,True,True Positive
24735,"Excuse me, here's your nose. I found it in my business hoe.",True,True,True Positive,False,False Negative,False,False Negative,True,True Positive,False,False Negative,False,False Negative
24736,Free Ballout lil bitch &#128520;&#128299;,True,True,True Positive,True,True Positive,True,True Positive,True,True Positive,True,True Positive,True,True Positive
24737,Gang gang bitch&#128165;&#128299;,True,True,True Positive,False,False Negative,False,False Negative,True,True Positive,False,False Negative,False,False Negative
24738,I did everything except trust these hoes,True,True,True Positive,False,False Negative,False,False Negative,True,True Positive,False,False Negative,False,False Negative
24739,I need me a real loyal ass bitch &#128525;&#128553;&#128530;&#128548;&#128175;,True,False,False Negative,True,True Positive,True,True Positive,True,True Positive,True,True Positive,True,True Positive
24740,"I'm rich bitch 
*said in Dave Chappell voice*",True,False,False Negative,True,True Positive,True,True Positive,True,True Positive,True,True Positive,True,True Positive
24741,Naked bitches give me bubble baths,True,True,True Positive,True,True Positive,True,True Positive,True,True Positive,True,True Positive,True,True Positive
24742,"One big school, full of fake bitches.",True,True,True Positive,True,True Positive,True,True Positive,True,True Positive,True,True Positive,True,True Positive
24743,Pull up on my ex make that bitch mad,True,False,False Negative,True,True Positive,True,True Positive,True,True Positive,True,True Positive,True,True Positive
24744,"RT @BeauutifulNae: - don't trust no , bitch",True,True,True Positive,True,True Positive,True,True Positive,True,True Positive,True,True Positive,True,True Positive
24745,RT @BootyGangCult: Some of you bitches aren&#8217;t built to wear certain shit. http://t.co/IjTJvYY2VY,True,True,True Positive,True,True Positive,True,True Positive,True,True Positive,True,True Positive,True,True Positive
24746,RT @DJZeeti: i couldnt host 106 and park .. i'd fuck too many young bitches,True,True,True Positive,True,True Positive,True,True Positive,True,True Positive,True,True Positive,True,True Positive
24747,RT @DedePayton: On the low RT @mzlola_bunny: They're really looking for the next bitch to smash,True,False,False Negative,True,True Positive,True,True Positive,True,True Positive,True,True Positive,True,True Positive
24748,RT @HerMoufPiece: Hairy pussy bitch you the type that got herps,True,True,True Positive,True,True Positive,True,True Positive,True,True Positive,True,True Positive,True,True Positive
24749,RT @HilariousSelfie: how ugly bitches take selfies &#128557; http://t.co/SNt2iOmhGr,True,True,True Positive,True,True Positive,True,True Positive,True,True Positive,True,True Positive,True,True Positive
24750,RT @Iethaldose: Feelings are a bitch to fucking control...,True,False,False Negative,True,True Positive,True,True Positive,True,True Positive,True,True Positive,True,True Positive
24751,RT @JoeBudden: Women all over America are overstating the value of pussy.,True,False,False Negative,True,True Positive,True,True Positive,True,True Positive,True,True Positive,True,True Positive
24752,RT @LeezyTheWarrior: Can't be letting them messy hoes mess with yo business...,True,False,False Negative,False,False Negative,False,False Negative,True,True Positive,False,False Negative,False,False Negative
24753,RT @RakwonOGOD: Lmaoo bitch what? http://t.co/2dhLgXcVg2,True,True,True Positive,True,True Positive,True,True Positive,True,True Positive,True,True Positive,True,True Positive
24754,"RT @Tiny2YouHoes: but naawww though, y'all hoes is fu don't fucking play w/me.",True,True,True Positive,True,True Positive,True,True Positive,True,True Positive,True,True Positive,True,True Positive
24755,RT @TryHardTee: @davidam_23 get downstairs and play me im fifa bitch,True,True,True Positive,True,True Positive,True,True Positive,True,True Positive,True,True Positive,True,True Positive
24756,RT @Tylar____: Man this hoe Heaven stay taking all day,True,False,False Negative,False,False Negative,False,False Negative,True,True Positive,False,False Negative,False,False Negative
24757,RT @_DalvinA: &#8220;@Can_iGet_8: I can't stand no messy hoe&#8221;1&#8419;0&#8419;0&#8419;0&#8419; true story,True,False,False Negative,False,False Negative,False,False Negative,True,True Positive,False,False Negative,False,False Negative
24758,"RT @_blvcksxul: When u see a bitch that don&#8217;t like u, look at u&#8230; http://t.co/vAO8ovq4XM",True,True,True Positive,True,True Positive,True,True Positive,True,True Positive,True,True Positive,True,True Positive
24759,"RT @_onnaa_: ""@1stBlocJeremiah: Gotta watch these hoes &#128064;"" I Swear &#128079;",True,False,False Negative,False,False Negative,False,False Negative,True,True Positive,False,False Negative,False,False Negative
24760,RT @basedamERICan: This burger 3 days old but I eat 19 yr old pussy so I should be fine right ? http://t.co/iHVxyab2vN,True,True,True Positive,True,True Positive,True,True Positive,True,True Positive,True,True Positive,True,True Positive
24761,RT @chvmpagne: Bitches that dress like this pussy taste like hot dog water and bad grades. http://t.co/wrfv9Ld6eo,True,True,True Positive,True,True Positive,True,True Positive,True,True Positive,True,True Positive,True,True Positive
24762,"RT @declothed: this dogs like 
""Go on, tell em I ate your bitch ass homework. they ain't never gunna believe your dumb ass"" http://t.co/wLN&#8230;",True,False,False Negative,True,True Positive,True,True Positive,True,True Positive,True,True Positive,True,True Positive
24763,"RT @drphilDONTEhue: Don't curve the man today, in whom you may need to eat your pussy tomorrow",True,True,True Positive,True,True Positive,True,True Positive,True,True Positive,True,True Positive,True,True Positive
24764,RT @gaaybriel: I love pussy &#128523;&#128069;&#128166;&#128166;&#128049;,True,True,True Positive,True,True Positive,True,True Positive,True,True Positive,True,True Positive,True,True Positive
24765,RT @titaaaR15: Dumb bitch,True,True,True Positive,True,True Positive,True,True Positive,True,True Positive,True,True Positive,True,True Positive
24766,RT @tupactopus: bad bitches get in free night at weenie hut jrs,True,False,False Negative,True,True Positive,True,True Positive,True,True Positive,True,True Positive,True,True Positive
24767,RT @vinnycrack: this bitch got the itunes terms and conditions tattooed on her http://t.co/dHRVCNRR1H,True,True,True Positive,True,True Positive,True,True Positive,True,True Positive,True,True Positive,True,True Positive
24768,RT @xNikiaaa_: @1stBlocJeremiah damn where you on house arrest at ? &amp; yup in tht bitch like &#128080;&#128131;&#128527;,True,False,False Negative,True,True Positive,True,True Positive,True,True Positive,True,True Positive,True,True Positive
24769,RT @xPoppinWheelies: Lol the thirst be so real on dis bitch &#128514;,True,False,False Negative,True,True Positive,True,True Positive,True,True Positive,True,True Positive,True,True Positive
24770,Ray Rice is a bitch &amp; his wife is stupid for staying by his side.,True,True,True Positive,True,True Positive,True,True Positive,True,True Positive,True,True Positive,True,True Positive
24771,Shoutout that real bitch,True,True,True Positive,True,True Positive,True,True Positive,True,True Positive,True,True Positive,True,True Positive
24772,So if a girl gets drunk and does some hoe shit...it's rape now???,True,False,False Negative,True,True Positive,True,True Positive,True,True Positive,True,True Positive,True,True Positive
24773,These bitches irri.. irri irri..irri irri,True,True,True Positive,True,True Positive,True,True Positive,True,True Positive,True,True Positive,True,True Positive
24774,This one for dem hipster bitches that shop at value village,True,True,True Positive,True,True Positive,True,True Positive,True,True Positive,True,True Positive,True,True Positive
24775,Walk in the party boot up yo hoe,True,False,False Negative,False,False Negative,True,True Positive,True,True Positive,False,False Negative,False,False Negative
24776,Warriors ain't winning shit if Curry keep playin like a bitch,True,True,True Positive,True,True Positive,True,True Positive,True,True Positive,True,True Positive,True,True Positive
24777,"Wow my cuzin dont like lil snupe, this niggah trippin",True,False,False Negative,False,False Negative,True,True Positive,True,True Positive,True,True Positive,True,True Positive
24778,Y'all hoes so ugh,True,True,True Positive,False,False Negative,False,False Negative,True,True Positive,False,False Negative,False,False Negative
24779,"all these beautiful bitches, sucha beautiful thing",True,False,False Negative,True,True Positive,True,True Positive,True,True Positive,True,True Positive,True,True Positive
24780,errybody in dis bitch getting tips (whispers) errybody in dis bitch getting tipsy,True,False,False Negative,True,True Positive,True,True Positive,True,True Positive,True,True Positive,True,True Positive
24781,man kills mother of 2 after she reveals she's hiv positive after having sex...that bitch deserved it,True,True,True Positive,True,True Positive,True,True Positive,True,True Positive,True,True Positive,True,True Positive
24782,this bitch,True,True,True Positive,True,True Positive,True,True Positive,True,True Positive,True,True Positive,True,True Positive
